Designator,Mid X,Mid Y,Rotation,Layer
C1,141.6,-92.0,180.0,top
C2,133.9,-92.0,180.0,top
D1,147.42,-92.0,0.0,top
D2,147.02,-68.5,0.0,top
D3,119.1,-91.9,180.0,top
J1,164.46,-74.45,90.0,top
J2,120.89,-80.0,270.0,top
JP1,135.775,-68.5,90.0,top
JP2,124.46,-68.5,90.0,top
R1,134.2,-78.4,180.0,top
R2,134.2,-74.8,0.0,top
R3,157.0,-83.9,0.0,top
R4,157.0,-80.4,0.0,top
R5,125.1,-91.9,180.0,top
R6,157.0,-76.6,0.0,top
R7,134.2,-82.1,180.0,top
R8,134.2,-85.6,180.0,top
U1,145.6,-80.0,0.0,top
